Date,Revenue,target,robust_z,abs_robust_z,diff_1,abs_diff_1,diff_7,abs_diff_7,promo_active,dow,month,COGS
2017-03-31,,COGS,4.8072559229134875,4.8072559229134875,-1015154.3900000006,1015154.3900000006,7934672.17,7934672.17,1,4,3,15209810.1
2013-02-25,9128225.25,Revenue,4.8023300347304705,4.8023300347304705,3708992.3600000003,3708992.3600000003,4655014.21,4655014.21,1,0,2,
2022-03-31,9233141.0,Revenue,4.797635383195532,4.797635383195532,-2410067.7300000004,2410067.7300000004,4181106.1100000003,4181106.1100000003,1,3,3,
2016-05-30,,COGS,4.749891007587757,4.749891007587757,7887536.2299999995,7887536.2299999995,5822735.59,5822735.59,0,0,5,12868500.26
2017-05-31,17314841.86,Revenue,4.7342846220234724,4.7342846220234724,1877215.6199999992,1877215.6199999992,7505723.66,7505723.66,0,2,5,
2016-06-01,15027967.48,Revenue,4.714493146094454,4.714493146094454,-245767.13999999873,245767.13999999873,5111771.360000001,5111771.360000001,0,2,6,
2013-03-31,9455023.8,Revenue,4.713619660291392,4.713619660291392,-2181970.58,2181970.58,4366870.600000001,4366870.600000001,1,6,3,
2014-05-28,14237002.33,Revenue,4.693239824715839,4.693239824715839,3039457.8100000005,3039457.8100000005,5004198.529999999,5004198.529999999,0,2,5,
2014-04-30,13811054.06,Revenue,4.69226227301326,4.69226227301326,-3536373.209999999,3536373.209999999,5620009.220000001,5620009.220000001,0,2,4,
2016-03-31,,COGS,4.684591111649383,4.684591111649383,-479838.43000000156,479838.43000000156,5774774.9399999995,5774774.9399999995,1,3,3,12932629.87
2013-04-03,,COGS,4.673309865711298,4.673309865711298,395244.6400000006,395244.6400000006,1688436.17,1688436.17,1,2,4,7769943.74
2013-03-29,,COGS,4.655614338174767,4.655614338174767,404950.20999999996,404950.20999999996,1623245.8599999994,1623245.8599999994,1,4,3,7644413.84
2015-04-30,14911130.64,Revenue,4.650276688359412,4.650276688359412,-383687.5800000001,383687.5800000001,7362135.790000001,7362135.790000001,0,3,4,
2016-06-03,14905219.23,Revenue,4.6347874868459265,4.6347874868459265,-545188.5800000001,545188.5800000001,4259359.07,4259359.07,0,4,6,
2013-08-02,,COGS,4.630608994667262,4.630608994667262,-2565377.960000001,2565377.960000001,4058339.8899999997,4058339.8899999997,1,4,8,9601836.11
2015-03-31,14813965.34,Revenue,4.608880333326042,4.608880333326042,562611.3000000007,562611.3000000007,8626246.51,8626246.51,1,1,3,
2016-08-28,15158669.18,Revenue,4.60557511637458,4.60557511637458,10597021.41,10597021.41,8637279.71,8637279.71,0,6,8,
2014-03-31,,COGS,4.588877201293184,4.588877201293184,-435844.4099999983,435844.4099999983,6186226.98,6186226.98,1,0,3,11321960.71
2013-06-29,,COGS,4.579802596514608,4.579802596514608,3124132.74,3124132.74,5056317.67,5056317.67,1,5,6,9167617.84
2021-03-31,9220320.43,Revenue,4.575716498938173,4.575716498938173,-1575584.92,1575584.92,5216672.859999999,5216672.859999999,1,2,3,
2021-04-02,,COGS,4.566340184418988,4.566340184418988,-996760.4900000002,996760.4900000002,3605346.4799999995,3605346.4799999995,1,4,4,7228630.89
2017-03-30,17516038.82,Revenue,4.5631239406595,4.5631239406595,8676228.06,8676228.06,9288785.780000001,9288785.780000001,1,3,3,
2017-04-01,,COGS,4.560498913822793,4.560498913822793,-563897.3399999999,563897.3399999999,9207401.19,9207401.19,1,5,4,14645912.76
2015-04-30,,COGS,4.55216958297337,4.55216958297337,-712406.9100000001,712406.9100000001,5804925.37,5804925.37,0,3,4,11744026.43
2021-05-30,,COGS,4.547974760943086,4.547974760943086,3487748.9999999995,3487748.9999999995,4187947.4199999995,4187947.4199999995,0,6,5,7274840.31
2014-08-28,13900846.53,Revenue,4.540350503659929,4.540350503659929,6020425.9799999995,6020425.9799999995,8480459.59,8480459.59,0,3,8,
2016-06-02,,COGS,4.5250035089349385,4.5250035089349385,434113.5700000003,434113.5700000003,2014510.9800000004,2014510.9800000004,0,3,6,12454831.83
2022-04-01,,COGS,4.517702195007723,4.517702195007723,-731961.96,731961.96,4027221.22,4027221.22,1,4,4,8041756.19
2015-05-30,,COGS,4.510481202080671,4.510481202080671,5660967.84,5660967.84,6971139.34,6971139.34,0,5,5,11671007.33
2017-06-02,,COGS,4.504392746442844,4.504392746442844,51941.95999999903,51941.95999999903,5218106.279999999,5218106.279999999,0,4,6,14154253.77
2020-04-29,10020939.03,Revenue,4.498944484994663,4.498944484994663,5006809.819999999,5006809.819999999,4363488.06,4363488.06,0,2,4,
2014-04-01,,COGS,4.486288896123856,4.486288896123856,-171076.72000000067,171076.72000000067,4901919.390000001,4901919.390000001,1,1,4,11150883.99
2014-08-28,,COGS,4.481587841204063,4.481587841204063,4921886.67,4921886.67,6915900.64,6915900.64,0,3,8,11188888.43
2017-06-01,,COGS,4.480876170074512,4.480876170074512,255626.73000000045,255626.73000000045,3756760.4800000004,3756760.4800000004,0,3,6,14102311.81
2021-05-30,8887935.6,Revenue,4.46806711177708,4.46806711177708,4256992.08,4256992.08,5041543.06,5041543.06,0,6,5,
2016-03-30,14545392.64,Revenue,4.447091389136692,4.447091389136692,7023613.7,7023613.7,8498799.15,8498799.15,1,2,3,
2021-04-01,9027075.84,Revenue,4.4422247996976845,4.4422247996976845,-193244.58999999985,193244.58999999985,4179388.4699999997,4179388.4699999997,1,3,4,
2014-05-01,13289875.45,Revenue,4.438928708049,4.438928708049,-521178.61000000127,521178.61000000127,6528824.819999999,6528824.819999999,0,3,5,
2021-04-03,,COGS,4.418206794554338,4.418206794554338,-164481.1799999997,164481.1799999997,3658625.51,3658625.51,1,5,4,7064149.71
2015-05-30,14386454.27,Revenue,4.414522034603458,4.414522034603458,6943053.9399999995,6943053.9399999995,8616726.16,8616726.16,0,5,5,
2015-04-28,14371525.01,Revenue,4.40810911582422,4.40810911582422,3137996.369999999,3137996.369999999,3124970.209999999,3124970.209999999,0,1,4,
2017-06-29,,COGS,4.391098595267482,4.391098595267482,3383828.33,3383828.33,6732365.690000001,6732365.690000001,1,3,6,14163551.21
2014-05-30,13573669.01,Revenue,4.381481647038539,4.381481647038539,865230.3699999992,865230.3699999992,7092157.899999999,7092157.899999999,0,4,5,
2014-04-02,13046471.25,Revenue,4.3745437574050845,4.3745437574050845,882580.0199999996,882580.0199999996,5080408.06,5080408.06,1,2,4,
2014-04-30,,COGS,4.369868316736884,4.369868316736884,-2883199.7299999986,2883199.7299999986,4295198.4,4295198.4,0,2,4,10868835.13
2017-05-31,,COGS,4.365141886696829,4.365141886696829,1378413.6199999992,1378413.6199999992,5856726.93,5856726.93,0,2,5,13846685.08
2016-05-31,,COGS,4.357320247250044,4.357320247250044,-722112.75,722112.75,5566307.6,5566307.6,0,1,5,12146387.51
2015-03-30,14251354.04,Revenue,4.3561670487551805,4.3561670487551805,8163453.339999999,8163453.339999999,9078730.059999999,9078730.059999999,1,0,3,
2016-04-02,,COGS,4.3460236145442455,4.3460236145442455,1038145.9799999986,1038145.9799999986,7502801.969999999,7502801.969999999,1,5,4,12292938.79
2012-12-28,8573663.31,Revenue,4.345082916662455,4.345082916662455,3579621.6000000006,3579621.6000000006,4607460.220000001,4607460.220000001,0,4,12,
2018-06-02,,COGS,4.344776019391765,4.344776019391765,-1579835.1600000001,1579835.1600000001,9111441.1,9111441.1,0,5,6,13707707.44
2015-04-28,,COGS,4.337605959487448,4.337605959487448,2377274.8600000013,2377274.8600000013,2382106.5900000017,2382106.5900000017,0,1,4,11368208.46
2022-04-02,,COGS,4.328439354254575,4.328439354254575,-233739.0,233739.0,3797788.8700000006,3797788.8700000006,1,5,4,7808017.19
2013-04-24,9358565.61,Revenue,4.32025268482388,4.32025268482388,601092.5299999993,601092.5299999993,1253926.0799999991,1253926.0799999991,0,2,4,
2013-04-02,,COGS,4.316198260672567,4.316198260672567,-1814075.42,1814075.42,2182078.3999999994,2182078.3999999994,1,1,4,7374699.1
2016-06-03,,COGS,4.3071266495041804,4.3071266495041804,-355547.8699999992,355547.8699999992,3538372.0100000016,3538372.0100000016,0,4,6,12099283.96
2016-03-31,14231299.73,Revenue,4.304805263154424,4.304805263154424,-314092.91000000015,314092.91000000015,6297851.010000001,6297851.010000001,1,3,3,
2014-05-28,,COGS,4.2934189965230125,4.2934189965230125,2350033.7799999993,2350033.7799999993,4019597.6099999994,4019597.6099999994,0,2,5,11276884.86
2013-03-28,,COGS,4.291277966341443,4.291277966341443,1157956.0599999996,1157956.0599999996,742693.8499999996,742693.8499999996,1,3,3,7239463.63
2016-06-01,,COGS,4.289001175161136,4.289001175161136,-125669.25,125669.25,4160601.9699999997,4160601.9699999997,0,2,6,12020718.26
2012-12-28,,COGS,4.286521103652004,4.286521103652004,2757961.7500000005,2757961.7500000005,3507892.1100000003,3507892.1100000003,0,4,12,6682336.48
2013-08-01,10998208.4,Revenue,4.283135097383152,4.283135097383152,893733.040000001,893733.040000001,4655451.090000001,4655451.090000001,1,3,8,
2020-04-01,,COGS,4.27251191436173,4.27251191436173,852040.8899999997,852040.8899999997,3043663.2800000003,3043663.2800000003,1,2,4,7957568.75
2014-03-30,12784107.1,Revenue,4.245967918067111,4.245967918067111,5926977.76,5926977.76,7544500.1,7544500.1,1,6,3,
2020-04-29,,COGS,4.2440563886336085,4.2440563886336085,4114123.68,4114123.68,3628404.9000000004,3628404.9000000004,0,2,4,8067774.24
2016-08-28,,COGS,4.225940525588916,4.225940525588916,8587353.9,8587353.9,6921025.210000001,6921025.210000001,0,6,8,12249721.23
2017-03-31,16556662.03,Revenue,4.215445501971175,4.215445501971175,-959376.790000001,959376.790000001,8513148.329999998,8513148.329999998,1,4,3,
2014-05-01,,COGS,4.208655555104614,4.208655555104614,-264405.7400000002,264405.7400000002,5177134.49,5177134.49,0,3,5,10604429.39
2022-04-01,8299060.74,Revenue,4.129673355755435,4.129673355755435,-934080.2599999998,934080.2599999998,4176571.52,4176571.52,1,4,4,
2022-04-02,8289456.22,Revenue,4.122805150820038,4.122805150820038,-9604.520000000484,9604.520000000484,3964448.8199999994,3964448.8199999994,1,5,4,
2015-04-01,13697879.88,Revenue,4.10755797727244,4.10755797727244,-1116085.459999999,1116085.459999999,6934429.930000001,6934429.930000001,1,2,4,
2022-05-31,8513166.37,Revenue,4.105220955021692,4.105220955021692,354664.3699999992,354664.3699999992,4070568.009999999,4070568.009999999,0,1,5,
2020-03-30,,COGS,4.09462854911799,4.09462854911799,3519865.25,3519865.25,3506921.9400000004,3506921.9400000004,1,0,3,7724558.44
2016-08-29,14043471.1,Revenue,4.094196465741196,4.094196465741196,-1115198.08,1115198.08,8823472.379999999,8823472.379999999,0,0,8,
2013-04-25,9127283.0,Revenue,4.090710252153815,4.090710252153815,-231282.6099999994,231282.6099999994,2590540.3600000003,2590540.3600000003,0,3,4,
2022-06-29,,COGS,4.090100286451896,4.090100286451896,1674067.2400000002,1674067.2400000002,3188351.8600000003,3188351.8600000003,1,2,6,7471904.08
2013-04-03,8740749.51,Revenue,4.082218480386112,4.082218480386112,490736.45999999996,490736.45999999996,1868618.92,1868618.92,1,2,4,
2017-04-02,,COGS,4.018677994608098,4.018677994608098,-1238187.2200000007,1238187.2200000007,8267647.329999999,8267647.329999999,1,6,4,13407725.54
2017-05-30,15437626.24,Revenue,4.0171674499986105,4.0171674499986105,7924132.0600000005,7924132.0600000005,6562531.83,6562531.83,0,1,5,
2014-03-31,12312523.89,Revenue,4.014860859258024,4.014860859258024,-471583.20999999903,471583.20999999903,6796133.830000001,6796133.830000001,1,0,3,
2014-06-29,,COGS,4.010963368774655,4.010963368774655,4186881.6799999997,4186881.6799999997,5227322.779999999,5227322.779999999,1,6,6,10676762.03
2022-06-01,8373363.4,Revenue,4.0093924549122795,4.0093924549122795,-139802.9699999988,139802.9699999988,1799406.9700000007,1799406.9700000007,0,2,6,
2015-08-28,,COGS,4.007810844203615,4.007810844203615,6176474.32,6176474.32,7014650.12,7014650.12,1,4,8,11044258.41
2016-06-30,,COGS,4.003888280477948,4.003888280477948,-1616562.83,1616562.83,3736302.3000000007,3736302.3000000007,1,3,6,11686500.64
2016-08-30,13812380.3,Revenue,3.9882288321905817,3.9882288321905817,-231090.79999999888,231090.79999999888,8997258.88,8997258.88,1,1,8,
2014-05-30,,COGS,3.979447996675296,3.979447996675296,572631.5899999999,572631.5899999999,5612642.999999999,5612642.999999999,0,4,5,10729950.95
2022-06-02,8325437.52,Revenue,3.9765414704387463,3.9765414704387463,-47925.88000000082,47925.88000000082,2041219.0299999993,2041219.0299999993,0,3,6,
2014-05-29,12708438.64,Revenue,3.9748344377256477,3.9748344377256477,-1528563.6899999995,1528563.6899999995,4025768.8500000015,4025768.8500000015,0,3,5,
2014-07-31,12499623.55,Revenue,3.9683988084174113,3.9683988084174113,2650620.58,2650620.58,6594008.460000001,6594008.460000001,0,3,7,
2017-06-03,15308256.14,Revenue,3.9677466379895066,3.9677466379895066,-2220596.7399999984,2220596.7399999984,8465520.170000002,8465520.170000002,0,5,6,
2013-06-26,,COGS,3.9586049029415737,3.9586049029415737,2147260.3100000005,2147260.3100000005,2259037.3000000007,2259037.3000000007,1,2,6,8290194.65
2014-08-29,12683009.27,Revenue,3.9448961640082794,3.9448961640082794,-1217837.2599999998,1217837.2599999998,8702673.33,8702673.33,0,4,8,
2017-04-01,15808755.61,Revenue,3.944403989292331,3.944403989292331,-747906.4199999999,747906.4199999999,9859156.27,9859156.27,1,5,4,
2013-04-28,9099343.31,Revenue,3.94424689035728,3.94424689035728,2679108.2200000007,2679108.2200000007,2775795.3200000003,2775795.3200000003,0,6,4,
2014-04-01,12163891.23,Revenue,3.9420209952273026,3.9420209952273026,-148632.66000000015,148632.66000000015,5305127.0600000005,5305127.0600000005,1,1,4,
2015-04-02,,COGS,3.920972262116388,3.920972262116388,-1828588.0,1828588.0,4303813.74,4303813.74,1,3,4,10494545.99
2015-06-30,,COGS,3.913710885717633,3.913710885717633,624470.3899999987,624470.3899999987,4078488.659999999,4078488.659999999,1,1,6,10628217.87
2013-04-23,8757473.08,Revenue,3.9125216029208243,3.9125216029208243,1465120.5200000005,1465120.5200000005,2870251.2,2870251.2,0,1,4,
2018-06-03,13779702.07,Revenue,3.8854821303448492,3.8854821303448492,-3749406.2699999996,3749406.2699999996,7366503.44,7366503.44,0,6,6,
2018-05-01,13778926.53,Revenue,3.8851643751090053,3.8851643751090053,1314915.209999999,1314915.209999999,3726048.3099999987,3726048.3099999987,0,1,5,
2013-04-24,,COGS,3.8774548165832274,3.8774548165832274,378970.3300000001,378970.3300000001,669568.5800000001,669568.5800000001,0,2,4,7286897.36
2013-03-29,8381683.44,Revenue,3.870388772207496,3.870388772207496,282528.5100000007,282528.5100000007,1778351.1800000006,1778351.1800000006,1,4,3,
2022-05-30,8158502.0,Revenue,3.8621148563504692,3.8621148563504692,2831046.75,2831046.75,4511321.74,4511321.74,0,0,5,
2016-06-29,13343751.12,Revenue,3.847997376938823,3.847997376938823,5095766.129999999,5095766.129999999,3059955.9099999983,3059955.9099999983,1,2,6,
2020-04-01,8755809.46,Revenue,3.8466198782531134,3.8466198782531134,858635.2100000009,858635.2100000009,3282689.660000001,3282689.660000001,1,2,4,
2014-05-31,12424970.9,Revenue,3.8416082249180317,3.8416082249180317,-1148698.1099999994,1148698.1099999994,6800086.5600000005,6800086.5600000005,0,5,5,
2014-08-29,,COGS,3.839981667621062,3.839981667621062,-1052301.0299999993,1052301.0299999993,6915001.15,6915001.15,0,4,8,10136587.4
2021-05-31,7996369.9,Revenue,3.834898393342151,3.834898393342151,-891565.6999999993,891565.6999999993,4008796.6200000006,4008796.6200000006,0,0,5,
2021-05-31,,COGS,3.829188493776634,3.829188493776634,-808512.9099999992,808512.9099999992,3289074.9200000004,3289074.9200000004,0,0,5,6466327.4
2014-07-31,,COGS,3.823680246442518,3.823680246442518,2162583.799999999,2162583.799999999,5438657.81,5438657.81,0,3,7,10113088.37
2018-08-01,13786351.91,Revenue,3.823101250496769,3.823101250496769,1289984.870000001,1289984.870000001,5841353.26,5841353.26,0,2,8,
2016-04-02,13123488.4,Revenue,3.8029595434756036,3.8029595434756036,825404.9100000001,825404.9100000001,7925706.75,7925706.75,1,5,4,
2016-04-01,,COGS,3.7965670142140353,3.7965670142140353,-1677837.0599999987,1677837.0599999987,4981268.930000001,4981268.930000001,1,4,4,11254792.81
2020-03-30,8661154.35,Revenue,3.7875884584518498,3.7875884584518498,3807730.25,3807730.25,4061307.5599999996,4061307.5599999996,1,0,3,
2013-04-25,,COGS,3.7763015348859206,3.7763015348859206,-79949.22000000067,79949.22000000067,1953493.3899999997,1953493.3899999997,0,3,4,7206948.14
2012-12-29,,COGS,3.771422621471121,3.771422621471121,-421376.61000000034,421376.61000000034,3701443.33,3701443.33,0,5,12,6260959.87
2016-04-30,12874790.56,Revenue,3.761477738465614,3.761477738465614,-4091239.9399999995,4091239.9399999995,4649035.36,4649035.36,0,5,4,
2015-06-03,12915899.82,Revenue,3.754327923778107,3.754327923778107,2545629.5999999996,2545629.5999999996,1651630.710000001,1651630.710000001,0,2,6,
2013-04-28,,COGS,3.7423911628785627,3.7423911628785627,2130402.71,2130402.71,2212158.4399999995,2212158.4399999995,0,6,4,7234100.22
2017-05-30,,COGS,3.7410689953026597,3.7410689953026597,6493158.700000001,6493158.700000001,5208950.650000001,5208950.650000001,0,1,5,12468271.46
2013-03-21,,COGS,3.7401944416329407,3.7401944416329407,2188657.37,2188657.37,1137416.58,1137416.58,1,3,3,6496769.78
2016-08-29,,COGS,3.7371994388822185,3.7371994388822185,-920849.1100000013,920849.1100000013,7041349.4399999995,7041349.4399999995,0,0,8,11328872.12
2013-06-03,9411997.25,Revenue,3.733630228682458,3.733630228682458,-2667928.4700000007,2667928.4700000007,5008971.21,5008971.21,0,0,6,
2013-07-31,10104475.36,Revenue,3.7298044793071887,3.7298044793071887,2393096.59,2393096.59,2774970.26,2774970.26,1,2,7,
2015-05-31,12847323.1,Revenue,3.723540932732845,3.723540932732845,-1539131.17,1539131.17,5088036.2299999995,5088036.2299999995,0,6,5,
2014-04-28,11814441.72,Revenue,3.721752524073578,3.721752524073578,2794636.91,2794636.91,3399849.8900000006,3399849.8900000006,0,0,4,
2013-04-02,8250013.05,Revenue,3.7156122644144824,3.7156122644144824,-2063835.1800000006,2063835.1800000006,2518580.83,2518580.83,1,1,4,
2022-06-01,,COGS,3.7125285852948005,3.7125285852948005,250694.91999999993,250694.91999999993,1536295.9699999997,1536295.9699999997,0,2,6,7038218.52
2013-05-23,9166919.02,Revenue,3.7001323380389763,3.7001323380389763,2189445.2399999993,2189445.2399999993,1439238.9699999997,1439238.9699999997,0,3,5,
